season,firstName,lastName,positionType,origin,destination
2022,Davis,Beville,Offense,Pittsburgh,Oklahoma
2022,Dillon,Gabriel,Offense,UCF,Oklahoma
2022,Javian,Hester,Offense,Missouri,Oklahoma
2022,Jeffery,Johnson,Defense,Tulane,Oklahoma
2022,Jonah,La'ulu,Defense,Hawai'i,Oklahoma
2022,Kani,Walker,Defense,Louisville,Oklahoma
2022,LV,Bunkley-Shelton,Offense,Arizona State,Oklahoma
2022,McKade,Mettauer,Offense,California,Oklahoma
2022,T.D.,Roof,Defense,Appalachian State,Oklahoma
2022,Trey,Morrison,Defense,North Carolina,Oklahoma
2022,Tyler,Guyton,Offense,TCU,Oklahoma
2022,Casey,Collier,Offense,USC,Oklahoma State
2022,Deondre,Jackson,Offense,Texas A&M,Oklahoma State
2022,Jason,Brooks,Offense,Vanderbilt,Oklahoma State
2022,Solomon,Wright,Defense,Arkansas,Oklahoma State
2022,Brendon,Clark,Offense,Notre Dame,Old Dominion
2022,Marquez,Bell,Offense,Cincinnati,Old Dominion
2022,Shawn,Asbury II,Defense,Boston College,Old Dominion
2022,Danny,Lockhart,Defense,USC,Ole Miss
2022,Dashaun,Jerkins,Defense,Vanderbilt,Ole Miss
2022,Isheem,Young,Defense,Iowa State,Ole Miss
2022,J.J.,Pegues,Offense,Auburn,Ole Miss
2022,Jacobi,Moore,Offense,Mississippi State,Ole Miss
2022,Jared,Ivey,Defense,Georgia Tech,Ole Miss
2022,Jaxson,Dart,Offense,USC,Ole Miss
2022,Jaylon,Robinson,Offense,UCF,Ole Miss
2022,Jordan,Watkins,Offense,Louisville,Ole Miss
2022,Khari,Coleman,Defense,TCU,Ole Miss
2022,Ladarius,Tennison,Defense,Auburn,Ole Miss
2022,Malik,Heath,Offense,Mississippi State,Ole Miss
2022,Mason,Brooks,Offense,Western Kentucky,Ole Miss
2022,Michael,Trigg,Offense,USC,Ole Miss
2022,Troy,Brown,Defense,Central Michigan,Ole Miss
2022,Ulysses,Bentley,Offense,SMU,Ole Miss
2022,Zach,Evans,Offense,TCU,Ole Miss
2022,Bo,Nix,Offense,Auburn,Oregon
2022,Caleb,Chapman,Offense,Texas A&M,Oregon
2022,Casey,Rogers,Defense,Nebraska,Oregon
2022,Chase,Cota,Offense,UCLA,Oregon
2022,Christian,Gonzalez,Defense,Colorado,Oregon
2022,Jordon,Riley,Defense,Nebraska,Oregon
2022,Mar'Keise,Irving,Offense,Minnesota,Oregon
2022,Sam,Taimani,Defense,Washington,Oregon
2022,Andrew,Chatfield,Defense,Florida,Oregon State
2022,Jam,Griffin,Offense,Georgia Tech,Oregon State
2022,Chop,Robinson,Defense,Maryland,Penn State
2022,Hunter,Nourzad,Offense,Cornell,Penn State
2022,Mitchell,Tinsley,Offense,Western Kentucky,Penn State
2022,C'Bo,Flemister,Offense,Notre Dame,Pittsburgh
2022,Dylan,Deveney,Offense,Georgia Tech,Pittsburgh
2022,Jerrod,Means,Offense,Louisiana Tech,Pittsburgh
2022,Kedon,Slovis,Offense,USC,Pittsburgh
2022,Konata,Mumpfield,Offense,Akron,Pittsburgh
2022,Ryan,Jacoby,Offense,Ohio State,Pittsburgh
2022,Shayne,Simon,Defense,Notre Dame,Pittsburgh
2022,Charlie,Jones,Offense,Iowa,Purdue
2022,Cole,Brevard,Defense,Penn State,Purdue
2022,Elijah,Canion,Offense,Auburn,Purdue
2022,Kobe,Lewis,Offense,Central Michigan,Purdue
2022,Reese,Taylor,Defense,Indiana,Purdue
2022,Sione,Finau,Offense,Florida International,Purdue
2022,Tee,Denson,Defense,Kansas State,Purdue
2022,Tyrone,Tracy,Offense,Iowa,Purdue
2022,Chris,Conti,Defense,Rutgers,Rice
2022,Isaiah,Esdale,Offense,West Virginia,Rice
2022,Litchfield,Ajavon,Defense,Notre Dame,Rice
2022,Sam,Crawford,Offense,Tulsa,Rice
2022,Shepherd,Bowling,Defense,Army,Rice
2022,Tyson,Thompson,Offense,Houston Christian,Rice
2022,Curtis,Dunlap,Offense,Minnesota,Rutgers
2022,J.D.,DiRenzo,Offense,Sacred Heart,Rutgers
2022,Jahzion,Harris,Defense,Texas A&M,Rutgers
2022,Mike,Ciaffoni,Offense,Colorado State,Rutgers
2022,Sean,Ryan,Offense,West Virginia,Rutgers
2022,Taj,Harris,Offense,Syracuse,Rutgers
2022,Willie,Tyler,Offense,Louisiana Monroe,Rutgers
2022,Braxton,Burmeister,Offense,Virginia Tech,San Diego State
2022,Cade,Bennett,Offense,Oklahoma State,San Diego State
2022,Cooper,McDonald,Defense,Washington,San Diego State
2022,Justus,Tavai,Defense,Hawai'i,San Diego State
2022,Kenan,Christon,Offense,USC,San Diego State
2022,Mark,Redman,Offense,Washington,San Diego State
2022,Chase,Williams,Defense,USC,San José State
2022,Chevan,Cordeiro,Offense,Hawai'i,San José State
2022,Elijah,Cooks,Offense,Nevada,San José State
2022,Elisha,Guidry,Defense,UCLA,San José State
2022,James,McNorton,Offense,Washington State,San José State
2022,Justin,Lockhart,Offense,Nevada,San José State
2022,Malik,Williams,Offense,Wyoming,San José State
2022,Marist,Talavou,Offense,Utah,San José State
2022,Beau,Corrales,Offense,North Carolina,SMU
2022,Camar,Wheaton,Offense,Alabama,SMU
2022,Chris,Adimora,Defense,Texas,SMU
2022,David,Abiara,Defense,Texas,SMU
2022,JaQwondis,Burns,Defense,Minnesota,SMU
2022,Jake,Bailey,Offense,Rice,SMU
2022,Joseph,Bissinger,Offense,Virginia,SMU
2022,Kameron,Allen,Offense,Michigan State,SMU
2022,Kamryn,Farrar,Defense,Oklahoma State,SMU
2022,Kelvontay,Dixon,Offense,Texas,SMU
2022,Kevaris,Hall,Defense,Tulane,SMU
2022,Nick,Roberts,Defense,Louisiana Monroe,SMU
2022,Owen,Condon,Offense,Georgia,SMU
2022,Shanon,Reid,Defense,Illinois State,SMU
2022,Theodore,Knox,Offense,Mississippi State,SMU
2022,C.J.,Person,Defense,Indiana,South Alabama
2022,Carter,Bradley,Offense,Toledo,South Alabama
2022,D.K.,Bonhomme,Defense,Indiana,South Alabama
2022,DaMarcus,Thomas,Offense,Ole Miss,South Alabama
2022,Daniel,Foster-Allen,Defense,Auburn,South Alabama
2022,Dontae,Lucas,Offense,Florida State,South Alabama
2022,Jalen,Jordan,Defense,Ole Miss,South Alabama
2022,Jamar,Richardson,Offense,Ole Miss,South Alabama
2022,James,Miller,Defense,Indiana,South Alabama
2022,James,Robinson,Offense,Tennessee,South Alabama
2022,Marco,Lee,Offense,Virginia Tech,South Alabama
2022,Marvin,Martin,Defense,Kansas State,South Alabama
2022,Nathan,Rawlins-Kibonge,Defense,Oklahoma,South Alabama
2022,Omni,Wells,Offense,Mississippi State,South Alabama
2022,Rickey,Hyatt,Defense,Kentucky,South Alabama
2022,Antwane,Wells,Offense,James Madison,South Carolina
2022,Austin,Stogner,Offense,Oklahoma,South Carolina
2022,Christian,Beal-Smith,Offense,Wake Forest,South Carolina
2022,Corey,Rucker,Offense,Arkansas State,South Carolina
2022,Devonni,Reed,Defense,Central Michigan,South Carolina
2022,Lovasea,Carroll,Offense,Georgia,South Carolina
2022,Nate,Adkins,Offense,East Tennessee State,South Carolina
2022,Spencer,Rattler,Offense,Oklahoma,South Carolina
2022,Terrell,Dawkins,Defense,NC State,South Carolina
2022,Zeb,Noland,Offense,North Dakota State,South Carolina
2022,Aaron,Odom,Defense,Mississippi State,Southern Mississippi
2022,Armondous,Cooley,Defense,Mississippi State,Southern Mississippi
2022,Bryce,Ramsey,Offense,Ole Miss,Southern Mississippi
2022,Calvin,McMillian,Offense,Mississippi State,Southern Mississippi
2022,Daylen,Gill,Defense,Ole Miss,Southern Mississippi
2022,Jalen,Williams,Defense,Arkansas,Southern Mississippi
2022,Jalil,Clemons,Defense,Memphis,Southern Mississippi
2022,Janari,Dean,Defense,Mississippi State,Southern Mississippi
2022,Jay,Hampton,Defense,Mississippi State,Southern Mississippi
2022,Quentin,Bivens,Defense,Ole Miss,Southern Mississippi
2022,Tylan,Knight,Offense,Ole Miss,Southern Mississippi
2022,Aamaris,Brown,Defense,Kansas State,South Florida
2022,Ajou,Ajou,Offense,Clemson,South Florida
2022,Clyde,Pinder Jr.,Defense,North Carolina,South Florida
2022,Derrell,Bailey Jr.,Offense,Virginia Tech,South Florida
2022,Gerry,Bohanon,Offense,Baylor,South Florida
2022,James,Ash,Defense,Wake Forest,South Florida
2022,James,Gordon IV,Defense,Minnesota,South Florida
2022,Jatorian,Hansford,Defense,Missouri,South Florida
2022,Khafre,Brown,Offense,North Carolina,South Florida
2022,Michel,Dukes,Offense,Clemson,South Florida
2022,Mike,Lofton,Offense,UCF,South Florida
2022,Nick,Bags,Defense,Temple,South Florida
2022,Rashad,Cheney,Defense,Minnesota,South Florida
2022,Ray,Thornton,Defense,Clemson,South Florida
2022,Zach,Perkins,Offense,Maryland,South Florida
2022,Patrick,Fields,Defense,Oklahoma,Stanford
2022,Alijah,Clark,Defense,Rutgers,Syracuse
2022,Bralyn,Oliver,Defense,Louisville,Syracuse
2022,C.J.,Hayes,Offense,Michigan State,Syracuse
2022,Carlos,Del Rio-Wilson,Offense,Florida,Syracuse
2022,D'Marcus,Adams,Offense,Florida Atlantic,Syracuse
2022,Dan,Villari,Offense,Michigan,Syracuse
2022,Isaiah,Johnson,Defense,Dartmouth,Syracuse
2022,Isaiah,Johnson,Defense,Dartmouth,Syracuse
2022,Juwaun,Price,Offense,New Mexico State,Syracuse
2022,Alan,Ali,Offense,SMU,TCU
2022,Caleb,Fox,Defense,Stephen F. Austin,TCU
2022,Corey,Wren,Offense,Florida State,TCU
2022,Emani,Bailey,Offense,Louisiana,TCU
2022,Ezra,Dotson-Oyetade,Offense,Arizona State,TCU
2022,Ishmael,Burdine,Defense,Missouri,TCU
2022,Jared,Wiley,Offense,Texas,TCU
2022,Johnny,Hodges,Defense,Navy,TCU
2022,Josh,Newton,Defense,Louisiana Monroe,TCU
2022,Lwal,Uguak,Defense,Connecticut,TCU
2022,Mark,Perry,Defense,Colorado,TCU
2022,Robby,Rochester,Offense,Connecticut,TCU
2022,Terrence,Cooks,Defense,Texas,TCU
2022,Tymon,Mitchell,Defense,Georgia,TCU
2022,Adonicas,Sanders,Offense,Georgia Tech,Temple
2022,Darvon,Hubbard,Offense,Texas A&M,Temple
2022,Dominick,Hill,Defense,South Carolina,Temple
2022,Ian,Stewart,Offense,Michigan State,Temple
2022,Jakari,Norwood,Offense,Illinois,Temple
2022,James,Faminu,Offense,Houston,Temple
2022,Joseph Appiah,Darkwa,Defense,Penn State,Temple
2022,Peace,Addo,Offense,Duke,Temple
2022,Quincy,Patterson,Offense,North Dakota State,Temple
2022,Andre,Turrentine,Defense,Ohio State,Tennessee
2022,Bru,McCoy,Offense,USC,Tennessee
2022,Charlie,Browder,Offense,UCF,Tennessee
2022,Gerald,Mincey,Offense,Florida,Tennessee
2022,Jackson,Hannah,Defense,Nebraska,Tennessee
2022,Lyn-J,Dixon,Offense,West Virginia,Tennessee
2022,Navy,Shuler,Offense,Appalachian State,Tennessee
2022,Wesley,Walker,Defense,Georgia Tech,Tennessee
2022,Agiye,Hall,Offense,Alabama,Texas
2022,Diamonte,Tucker-Dorsey,Defense,James Madison,Texas
2022,Isaiah,Neyor,Offense,Wyoming,Texas
2022,Jahleel,Billingsley,Offense,Alabama,Texas
2022,Quinn,Ewers,Offense,Ohio State,Texas
2022,Ryan,Watts,Defense,Ohio State,Texas
2022,Tarique,Milton,Offense,Iowa State,Texas
2022,Max,Johnson,Offense,LSU,Texas A&M
2022,Micaiah,Overton,Defense,Liberty,Texas A&M
2022,Ahmirr,Robinson,Offense,Rutgers,Texas State
2022,CJ,Rogers,Offense,Baylor,Texas State
2022,Charles,Brown,Offense,Montana State,Texas State
2022,Demarcus,Gregory,Offense,South Florida,Texas State
2022,Dillon,Markiewicz,Offense,Syracuse,Texas State
2022,Dominique,Ratcliff,Defense,Louisiana,Texas State
2022,Evan,Lovell,Offense,Rhode Island,Texas State
2022,Ian,Hover,Offense,Campbell,Texas State
2022,Jaden,Mitchell,Offense,Arizona,Texas State
2022,Larson,Workman,Offense,Kansas,Texas State
2022,Layne,Hatcher,Offense,Arkansas State,Texas State
2022,Levi,Bell,Defense,Louisiana Tech,Texas State
2022,Myron,Warren,Defense,Texas,Texas State
2022,Pierre,Kemeni,Defense,Ohio,Texas State
2022,Richard,West,Offense,Texas A&M Commerce,Texas State
2022,Zacchaeus,McKinney,Defense,Hawai'i,Texas State
2022,Baylor,Cupp,Offense,Texas A&M,Texas Tech
2022,Brady,Boyd,Offense,Minnesota,Texas Tech
2022,Cade,Briggs,Offense,New Mexico,Texas Tech
2022,Cole,Spencer,Offense,Western Kentucky,Texas Tech
2022,Dimitri,Moore,Defense,Missouri State,Texas Tech
2022,Jacob,Rodriguez,Offense,Virginia,Texas Tech
2022,Jordan,Brown,ATH,Kansas,Texas Tech
2022,Keyon,Blankenbaker,Defense,Wyoming,Texas Tech
2022,Michael,Shanahan,Offense,UT Martin,Texas Tech
2022,Monroe,Mills,Offense,Oklahoma State,Texas Tech
2022,Myles,Cole,Defense,Louisiana Monroe,Texas Tech
2022,Sam,Carrell,Defense,Washington State,Texas Tech
2022,Ty,Buchanan,Offense,USC,Texas Tech
2022,Tyler,Owens,Defense,Texas,Texas Tech
2022,Anthony,Torres,Offense,Western Michigan,Toledo
2022,Dallas,Gant,Defense,Ohio State,Toledo
2022,Deshawn,Holt,Defense,Maryland,Toledo
2022,Jaret,Frantz,Offense,Ball State,Toledo
2022,Nick,Turner,Defense,Arkansas,Toledo
2022,Peny,Boone,Offense,Maryland,Toledo
2022,Rourke,Freeburg,Defense,Arizona,Toledo
2022,Jeremiah,Frazier,Offense,Tennessee State,Troy
2022,Peter,Costelli,Offense,Utah,Troy
2022,RaJae,Johnson,Offense,UAB,Troy
2022,Ashaad,Clayton,Offense,Colorado,Tulane
2022,Deajaun,McDougle,Offense,Maryland,Tulane
2022,Jarius,Monroe,Defense,Nicholls,Tulane
2022,Kanan,Ray,Offense,Colorado,Tulane
2022,Lawrence,Keys III,Offense,Notre Dame,Tulane
2022,Lummie,Young,Defense,Duke,Tulane
2022,Patrick,Jenkins,Defense,TCU,Tulane
2022,Princeton,Pines,Offense,Sam Houston State,Tulane
2022,Ani,Izuchukwu,Defense,Mississippi State,Tulsa
2022,Brody,Wisecarver,Offense,Illinois,Tulsa
2022,Chris,Akporoghene,Offense,Tennessee,Tulsa
2022,Darrell,Simpson,Offense,Oklahoma,Tulsa
2022,Isaiah,Epps,Offense,Kentucky,Tulsa
2022,Jayden,Simon,Defense,Colorado,Tulsa
2022,Tahj,Gary,Offense,Virginia Tech,Tulsa
2022,Jackson,Bratton,Defense,Alabama,UAB
2022,Jacob,Zeno,Offense,Baylor,UAB
2022,Branden,Jennings,Defense,Kansas State,UCF
2022,Cameron,Kinnie,Offense,Georgia,UCF
2022,Demarkcus,Bowman,Offense,Florida,UCF
2022,Javon,Baker,Offense,Alabama,UCF
2022,Joey,Gatewood,Offense,Kentucky,UCF
2022,KD,McDaniel,Defense,Kentucky,UCF
2022,Kemore,Gamble,Offense,Florida,UCF
2022,Kobe,Hudson,Offense,Auburn,UCF
2022,Koby,Perry,Defense,Austin Peay,UCF
2022,Lee,Hunter,Defense,Auburn,UCF
2022,Ryan,Swoboda,Offense,Virginia,UCF
2022,Terrence,Lewis,Defense,Maryland,UCF
2022,Tylan,Grable,Offense,Jacksonville State,UCF
2022,Azizi,Hearn,Defense,Wyoming,UCLA
2022,Darius,Muasau,Defense,Hawai'i,UCLA
2022,Gabriel,Murphy,Defense,North Texas,UCLA
2022,Gary,Smith,Defense,Duke,UCLA
2022,Grayson,Murphy,Defense,North Texas,UCLA
2022,Jacob,Sykes,Defense,Harvard,UCLA
2022,Jake,Bobo,Offense,Duke,UCLA
2022,Jaylan,Jeffers,Offense,Oregon,UCLA
2022,Jaylin,Davies,Defense,Oregon,UCLA
2022,Laiatu,Latu,Defense,Washington,UCLA
2022,Liam,Douglass,Offense,USC,UCLA
2022,Raiqwon,O'Neal,Offense,Rutgers,UCLA
2022,Titus,Mokiao-Atimalala,Offense,UCF,UCLA
2022,Ben,Bohnenberger,Offense,Colgate,UMass
2022,Cam,Sullivan-Brown,Offense,Penn State,UMass
2022,Cole,Garcia,Offense,Rice,UMass
2022,Connor,Vasher,Offense,Savannah State,UMass
2022,Darius,Gooden,Defense,Rutgers,UMass
2022,George,Johnson III,Defense,Michigan,UMass
2022,Gregory,Desrosiers,ATH,Louisville,UMass
2022,Isaiah,Holiness,Offense,San José State,UMass
2022,Jalen,Mackie,Defense,Dartmouth,UMass
2022,Jalon,Ferrell,Defense,Connecticut,UMass
2022,Jermaine,McMillian,Defense,UCF,UMass
2022,Marcus,Bradley,Defense,Vanderbilt,UMass
2022,Marcus,Cushnie,Defense,Florida State,UMass
2022,Sammy,Faustin,Defense,Michigan,UMass
2022,Tim,Baldwin Jr.,Offense,Indiana,UMass
2022,Tyler,Rudolph,Defense,Penn State,UMass
2022,Tyson,Watson,Defense,Michigan State,UMass
2022,Zukudo,Igwenagu,Defense,Rutgers,UMass
2022,Aidan,Robbins,Offense,Louisville,UNLV
2022,Cobe,Bryant,Offense,SMU,UNLV
2022,Harrison,Bailey,Offense,Tennessee,UNLV
2022,Jordan,Eubanks,Defense,Florida State,UNLV
2022,Ricky,White,Offense,Michigan State,UNLV
2022,Austin,Jones,Offense,Stanford,USC
2022,Bobby,Haskins,Offense,Virginia,USC
2022,Brenden,Rice,Offense,Colorado,USC
2022,Bryson,Shaw,Defense,Ohio State,USC
2022,Caleb,Williams,Offense,Oklahoma,USC
2022,Carson,Tabaracci,Defense,Utah,USC
2022,Earl,Barquet,Defense,TCU,USC
2022,Eric,Gentry,Defense,Arizona State,USC
2022,Jacobe,Covington,Defense,Washington,USC
2022,Jordan,Addison,Offense,Pittsburgh,USC
2022,Latrell,McCutchin,Defense,Oklahoma,USC
2022,Mario,Williams,Offense,Oklahoma,USC
2022,Mekhi,Blackmon,Defense,Colorado,USC
2022,Romello,Height,Defense,Auburn,USC
2022,Shane,Lee,Defense,Alabama,USC
2022,Sinjun,Astani,Defense,San José State,USC
2022,Solomon,Byrd,Defense,Wyoming,USC
2022,Terrell,Bynum,Offense,Washington,USC
2022,Travis,Dye,Offense,Oregon,USC
2022,Tyrone,Taleni,Defense,Kansas State,USC
2022,Clayton,Isbell,Defense,Illinois State,Utah
2022,Gabe,Reid,Defense,Stanford,Utah
2022,Landon,Morris,Offense,Syracuse,Utah
2022,Logan,Kendall,Offense,Idaho,Utah
2022,Mohamoud,Diabate,Defense,Florida,Utah
2022,Anthony,Switzer,Defense,Arkansas State,Utah State
2022,Brian,Cobbs,Offense,Maryland,Utah State
2022,Cade,Parrish,Offense,BYU,Utah State
2022,Gurvan,Hall,Defense,Miami,Utah State
2022,John,Ward,Defense,UCLA,Utah State
2022,Levi,Williams,Offense,Wyoming,Utah State
2022,MJ,Tafisi,Defense,Washington,Utah State
2022,Xavier,Williams,Offense,Alabama,Utah State
2022,Kobe,Hylton,Defense,Louisiana,UTEP
2022,Chris,Carpenter,Offense,Colorado,UT San Antonio
2022,Joseph,Evans,Defense,LSU,UT San Antonio
2022,Nicktroy,Fortune,Defense,West Virginia,UT San Antonio
2022,Payne,He'Bert,Offense,Northwestern,UT San Antonio
2022,Quinton,Cage,Defense,LSU,UT San Antonio
2022,Tony,Wallace,Defense,TCU,UT San Antonio
2022,Trelon,Smith,Offense,Arkansas,UT San Antonio
2022,Cooper,Lutz,Offense,Syracuse,Vanderbilt
2022,Jacob,Brammer,Offense,North Texas,Vanderbilt
2022,Jeremy,Lucien,Defense,Connecticut,Vanderbilt
2022,Kane,Patterson,Defense,Clemson,Vanderbilt
2022,Myles,Cecil,Defense,Cal Poly,Vanderbilt
2022,Cody,Brown,Offense,Miami,Virginia
2022,Devin,Chandler,Offense,Wisconsin,Virginia
2022,Jack,Camper,Defense,Michigan State,Virginia
2022,John Paul,Flores,Offense,Dartmouth,Virginia
2022,Kameron,Butler,Defense,Miami (OH),Virginia
2022,Mac,Hollensteiner,Offense,Georgetown,Virginia
2022,Paul,Akere,Defense,Columbia,Virginia
2022,Grant,Wells,Offense,Marshall,Virginia Tech
2022,Jadan,Blue,Offense,Temple,Virginia Tech
2022,Jason,Brown,Offense,South Carolina,Virginia Tech
2022,Pheldarius,Payne,Defense,Nebraska,Virginia Tech
2022,Stephen,Gosnell,Offense,North Carolina,Virginia Tech
2022,Brendon,Harris,Defense,Vanderbilt,Wake Forest
2022,Eldrick,Robinson II,Defense,Georgia Southern,Wake Forest
2022,Jaeger,Bull,Offense,Rice,Wake Forest
2022,Kobie,Turner,Defense,Richmond,Wake Forest
2022,Aaron,Dumas,Offense,New Mexico,Washington
2022,Cam,Bright,Defense,Pittsburgh,Washington
2022,Jordan,Perryman,Defense,UC Davis,Washington
2022,Kristopher,Moll,Defense,UAB,Washington
2022,Lonyatta,Alexander,Offense,Arizona State,Washington
2022,Michael,Penix Jr.,Offense,Indiana,Washington
2022,Wayne,Taulapapa,Offense,Virginia,Washington
2022,Will,Nixon,Offense,Nebraska,Washington
2022,Cam,Lampkin,Defense,Utah State,Washington State
2022,Cameron,Ward,Offense,Incarnate Word,Washington State
2022,Daiyan,Henley,Defense,Nevada,Washington State
2022,Grant,Stephens,Offense,Colorado State,Washington State
2022,Jordan,Lee,Defense,Nevada,Washington State
2022,Malachi,Ledbetter,Defense,Simon Fraser,Washington State
2022,Nusi,Malani,Defense,Virginia,Washington State
2022,Robert,Ferrel,Offense,Incarnate Word,Washington State
2022,Zeriah,Beason,Offense,Oregon State,Washington State
2022,Austin,Reed,Offense,West Florida,Western Kentucky
2022,Davion,Ervin-Poindexter,Offense,Indiana,Western Kentucky
2022,Derrick,Smith,Defense,Illinois,Western Kentucky
2022,Desmyn,Baker,Defense,Rice,Western Kentucky
2022,Jarret,Doege,Offense,West Virginia,Western Kentucky
2022,Jaylen,Hall,Offense,Western Michigan,Western Kentucky
2022,Michael,Mathison,Offense,Akron,Western Kentucky
2022,Rome,Weber,Defense,Wyoming,Western Kentucky
2022,Upton,Stout,Defense,North Texas,Western Kentucky
2022,Vincent,Murphy,Offense,South Carolina,Western Kentucky
2022,Anthony,Romphf,Defense,Purdue,Western Michigan
2022,Bryce,Austin,Defense,Purdue,Western Michigan
2022,Eleasah,Anderson,Offense,Sam Houston State,Western Michigan
2022,Jehlani,Galloway,Offense,Boston College,Western Michigan
2022,Stone,Hollenbach,Offense,Alabama,Western Michigan
2022,Brian,Polendey,Offense,Colorado State,West Virginia
2022,JT,Daniels,Offense,Georgia,West Virginia
2022,Jasir,Cox,Defense,North Dakota State,West Virginia
2022,Marcis,Floyd,Defense,Murray State,West Virginia
2022,Michael,Lockhart,Defense,Georgia Tech,West Virginia
2022,Mike,Evans,Offense,Robert Morris,West Virginia
2022,Rashad,Ajayi,Defense,Colorado State,West Virginia
2022,Tirek,Austin-Cave,Defense,Miami,West Virginia
2022,Wesley,McCormick,Defense,James Madison,West Virginia
2022,Zeiqui,Lawton,Defense,Cincinnati,West Virginia
2022,Cedrick,Dort,Defense,Kentucky,Wisconsin
2022,Jay,Shaw,Defense,UCLA,Wisconsin
2022,Justin,Clark,Defense,Toledo,Wisconsin
2022,Kamo'i,Latu,Defense,Utah,Wisconsin
2022,Keontez,Lewis,Offense,UCLA,Wisconsin
2022,Andrew,Peasley,Offense,Utah State,Wyoming
2022,Cole,DeMarzo,Defense,Michigan State,Wyoming
2022,JaKorey,Hawkins,Defense,Ole Miss,Wyoming
