Unnamed: 0,season,firstName,lastName,position,origin,destination,positionType
501,2022,Colby,Powers,TE,Arizona,,Offense
502,2022,Jason,Whittaker,TE,Northwestern,,Offense
503,2022,Joe,Sparacio,LB,Boston College,Eastern Michigan,Defense
504,2022,Coleon,Smith,OT,Eastern Michigan,,Offense
505,2022,Quincy,Patterson,QB,North Dakota State,Temple,Offense
506,2022,Josh,Hardeman,S,Marshall,,Defense
507,2022,Cameron,Williams,LB,Indiana,,Defense
508,2022,Moezies,Telfort,LB,Florida A&M,,Defense
509,2022,Dylan,Robinson,WR,Houston,Trinity Valley C.C.,Offense
510,2022,Casey,Rogers,DL,Nebraska,Oregon,Defense
511,2022,Quinton,Lee,EDGE,Arkansas State,,Defense
512,2022,Brady,Feeney,IOL,Indiana,Colgate,Offense
513,2022,James,McNorton,OT,Washington State,San José State,Offense
514,2022,Melquan,Stovall,WR,Nevada,Colorado State,Offense
515,2022,Koby,Gross,TE,Florida State,,Offense
516,2022,Aric,Horne,LB,Iowa State,Florida A&M,Defense
517,2022,Damarius,Good,RB,UCF,,Offense
518,2022,JaKorey,Hawkins,CB,Ole Miss,Wyoming,Defense
519,2022,Chauncey,Moore,S,Temple,Alabama State,Defense
520,2022,Ahman,Ross,S,Florida Atlantic,,Defense
521,2022,Tyrone,Brown,LB,Baylor,,Defense
522,2022,Carlin,Fils-aime,RB,Tennessee,,Offense
523,2022,Davis,Beville,QB,Pittsburgh,Oklahoma,Offense
524,2022,Brenden,Rice,WR,Colorado,USC,Offense
525,2022,Brian,Holloway,LB,SMU,,Defense
526,2022,Carlos,Sandy,WR,Illinois,,Offense
527,2022,Shai,Kochav,LS,Arkansas State,Louisville,Special
528,2022,Kyren,Lacy,WR,Louisiana,LSU,Offense
529,2022,Kyle,Dobbins,RB,Temple,Western Illinois,Offense
530,2022,Demetrius,Cannon,WR,Louisville,,Offense
531,2022,Darrian,Felix,RB,South Florida,,Offense
532,2022,Nolan,Mccord,K,Mississippi State,,Special
533,2022,Zion,Keith,S,Wake Forest,,Defense
534,2022,Tayvian,Cunningham,WR,Arizona,,Offense
535,2022,Nathan,Rawlins-Kibonge,EDGE,Oklahoma,South Alabama,Defense
536,2022,Cormontae,Hamilton,DL,Ohio State,,Defense
537,2022,Jeremiah,Frazier,IOL,Tennessee State,Troy,Offense
538,2022,Tye,Evans,RB,Ball State,,Offense
539,2022,Clyde,Pinder Jr.,DL,North Carolina,South Florida,Defense
540,2022,Toryque,Bateman,IOL,Troy,,Offense
541,2022,Kelvontay,Dixon,WR,Texas,SMU,Offense
542,2022,Kamarro,Edmonds,RB,North Carolina,East Carolina,Offense
543,2022,Andrew,Peasley,QB,Utah State,Wyoming,Offense
544,2022,Ja'Corey,Hammett,LB,West Virginia,,Defense
545,2022,Derrell,Bailey Jr.,IOL,Virginia Tech,South Florida,Offense
546,2022,Wesley,McCormick,CB,James Madison,West Virginia,Defense
547,2022,Lonnie,Phelps,EDGE,Miami (OH),Kansas,Defense
548,2022,RJ,Adams,IOL,Kentucky,Georgia Tech,Offense
549,2022,Ravontae,Holt,DL,Wyoming,,Defense
550,2022,Trey,Adkins,WR,South Carolina,Mercer,Offense
551,2022,KJ,Trujillo,CB,Wake Forest,,Defense
552,2022,Justin,Harris,CB,Georgia Southern,,Defense
553,2022,Michael,Lockhart,DL,Georgia Tech,West Virginia,Defense
554,2022,Quashon,Fuller,EDGE,Florida State,Maryland,Defense
555,2022,Nadab,Joseph,CB,Nebraska,,Defense
556,2022,Steven,Losoya,IOL,Middle Tennessee,Mississippi State,Offense
557,2022,Jalen,Curry,WR,Arizona,Buffalo,Offense
558,2022,Cornelius,Dyson,ATH,Tulane,,ATH
559,2022,Jonnie,Pitman,CB,Charlotte,,Defense
560,2022,Kamren,Blanton,CB,UNLV,,Defense
561,2022,Kody,Case,WR,South Dakota,Illinois,Offense
562,2022,Jay,Shaw,CB,UCLA,Wisconsin,Defense
563,2022,Cam,Sullivan-Brown,WR,Penn State,UMass,Offense
564,2022,Derrick,Miller,CB,Iowa State,,Defense
565,2022,Sampson,James,RB,Purdue,,Offense
566,2022,Xavier,Smith,WR,Eastern Michigan,,Offense
567,2022,Chalon,Howard,S,Georgia Southern,,Defense
568,2022,Bryce,Ramsey,IOL,Ole Miss,Southern Mississippi,Offense
569,2022,Will,Pliska,IOL,Washington,,Offense
570,2022,Jack,Stewart,DL,Michigan,,Defense
571,2022,Jalen,Johnson,WR,Arizona,,Offense
572,2022,Blake,DeBisschop,QB,California,,Offense
573,2022,Fenley,Graham,CB,Florida,,Defense
574,2022,Gabe,Jeudy-Lally,CB,Vanderbilt,BYU,Defense
575,2022,Ja'Quez,Cross,RB,Purdue,Arkansas State,Offense
576,2022,Dee,Beckwith,RB,Tennessee,Kentucky,Offense
577,2022,Isaiah,Johnson,CB,Dartmouth,Syracuse,Defense
578,2022,Hayden,Hagler,TE,Marshall,,Offense
579,2022,Hunter,Nabers,LB,Fresno State,,Defense
580,2022,Chevy,Brenson,WR,Ball State,,Offense
581,2022,Nusi,Malani,DL,Virginia,Washington State,Defense
582,2022,Michael,DiLiello,QB,Middle Tennessee,,Offense
583,2022,Latavious,Brini,S,Georgia,Arkansas,Defense
584,2022,Ollie,Finch,WR,Troy,,Offense
585,2022,Parks,Gissinger,TE,Michigan State,,Offense
586,2022,Kaine,Williams,S,Alabama,Nebraska,Defense
587,2022,David,Abiara,SDE,Texas,SMU,Defense
588,2022,Soni,Fonua,LB,LSU,,Defense
589,2022,Colton,Fitzgerald,QB,Boise State,Georgia Southern,Offense
590,2022,King,Mwikuta,LB,Alabama,Arkansas State,Defense
591,2022,Evan,Henry,OG,Louisiana Monroe,Jackson State,Offense
592,2022,Desmyn,Baker,LB,Rice,Western Kentucky,Defense
593,2022,DJ,James,CB,Oregon,Auburn,Defense
594,2022,Jonathan,Mann,WR,Minnesota,,Offense
595,2022,TJ,Lockley,WR,East Carolina,Jacksonville State,Offense
596,2022,Jordon,Riley,DL,Nebraska,Oregon,Defense
597,2022,Grant,Gunnell,QB,Memphis,North Texas,Offense
598,2022,Michael,Mincey,ILB,Vanderbilt,Kennesaw State,Defense
599,2022,Eli,Ricks,CB,LSU,Alabama,Defense
600,2022,Jahmal,Sam,S,UT San Antonio,,Defense
601,2022,Josh,Tracey,WR,Connecticut,,Offense
602,2022,Nasir,Clerk,CB,East Carolina,,Defense
603,2022,Micah,Lopez,LB,Washington State,,Defense
604,2022,Erick,Young,S,Texas A&M,Blinn College,Defense
605,2022,Andre,Seldon,CB,Michigan,New Mexico State,Defense
606,2022,Tim,Patrick,WR,Utah State,,Offense
607,2022,Shon,Brown,LB,Coastal Carolina,Elon,Defense
608,2022,Jeminai,Leuta-Ulu,IOL,UNLV,,Offense
609,2022,Ethan,Ingram,IOL,Marshall,Georgia Southern,Offense
610,2022,LV,Bunkley-Shelton,WR,Arizona State,Oklahoma,Offense
611,2022,Jahkeem,Green,DL,South Carolina,Florida Atlantic,Defense
612,2022,Marquez,Beason,CB,Illinois,Alabama A&M,Defense
613,2022,Jayhvion,Gipson,LB,TCU,,Defense
614,2022,Ken,Torain,CB,Duke,,Defense
615,2022,Jarrick,Bernard,CB,Oklahoma State,LSU,Defense
616,2022,Jaylen,Pate,EDGE,Wyoming,,Defense
617,2022,Quavaris,Crouch,LB,Michigan State,,Defense
618,2022,Cordarrius,Bailey,DL,Iowa State,Northern Iowa,Defense
619,2022,Frankie,Onate,K,South Alabama,,Special
620,2022,David,Reynolds,EDGE,Florida International,,Defense
621,2022,Omni,Wells,RB,Mississippi State,South Alabama,Offense
622,2022,Patrick,Ballard,WR,UNLV,Abilene Christian,Offense
623,2022,Reginald,Neely,CB,Tulane,,Defense
624,2022,Emmit,Bohle,OT,Northern State,Arizona State,Offense
625,2022,Jabari,Parker,S,Virginia Tech,,Defense
626,2022,Jerwuan,Thomas,CB,Ball State,,Defense
627,2022,Jaymar,Mundy,CB,Miami (OH),,Defense
628,2022,Hunter,Washington,CB,Florida State,Mississippi State,Defense
629,2022,James,Thomas,LB,West Virginia,,Defense
630,2022,Sam,Reynolds,WR,South Carolina,,Offense
631,2022,Zeb,Noland,QB,North Dakota State,South Carolina,Offense
632,2022,Terrell,Jennings,CB,Minnesota State,Illinois,Defense
633,2022,Kevin,Greene,DL,North Texas,,Defense
634,2022,D.J.,Williams,RB,Florida State,Arizona,Offense
635,2022,Rahmod,Smith,TE,Florida Atlantic,,Offense
636,2022,Javon,Baker,WR,Alabama,UCF,Offense
637,2022,Anthony,Nelson,WDE,Harvard,Duke,Defense
638,2022,Sean,Tucker,CB,East Carolina,Towson,Defense
639,2022,Benjamin,Key,DL,Missouri,,Defense
640,2022,Taron,Madison,RB,Oregon State,,Offense
641,2022,Deonte,Sheffield,RB,Florida State,West Florida,Offense
642,2022,Jeremiah,Payton,WR,Miami,,Offense
643,2022,Ben,Bell,DL,Louisiana Tech,,Defense
644,2022,JaMichael,Thompson,WR,Middle Tennessee,,Offense
645,2022,Tre'Von,Morgan,WR,Miami (OH),,Offense
646,2022,Loyal,Crawford,RB,Wisconsin,,Offense
647,2022,Earnest,Sanders,WR,Kentucky,,Offense
648,2022,Daymon,David,S,Oregon,Oregon,Defense
649,2022,Tre'von,Marshall,EDGE,Mississippi State,,Defense
650,2022,MJ,Anderson,DL,Minnesota,Iowa State,Defense
651,2022,James,Ohonba,IOL,Michigan State,Louisiana,Offense
652,2022,Ja'Veon,Marlow,RB,Vanderbilt,,Offense
653,2022,Tenyeh,Dixon,CB,Virginia,Elizabeth City State,Defense
654,2022,Willie,Reid,S,Central Michigan,,Defense
655,2022,Myles,Tapusoa,DL,Arizona,,Defense
656,2022,Eddie,Watkins,LB,West Virginia,,Defense
657,2022,Jahaziel,Lee,OT,Utah State,,Offense
658,2022,Dink,Jackson,S,Ole Miss,,Defense
659,2022,Jackson,Ray,P,Colorado State,,Special
660,2022,Troy,Brown,LB,Central Michigan,Ole Miss,Defense
661,2022,Tyriq,Hardimon,CB,Wake Forest,,Defense
662,2022,Gerrik,Vollmer,OT,Old Dominion,,Offense
663,2022,Trent,Ward,DL,North Texas,,Defense
664,2022,James,Phillips,TE,Western Michigan,,Offense
665,2022,Joshua,Rawlings,TE,Virginia,,Offense
666,2022,Katravis,Marsh,QB,South Florida,South Florida,Offense
667,2022,Monterio,Hunt,WR,Rutgers,Alcorn State,Offense
668,2022,Brian,Maurer,QB,Tennessee,Stephen F. Austin,Offense
669,2022,Ryan,Stapp,CB,Abilene Christian,Minnesota,Defense
670,2022,Jonathan,Haynes,S,Ole Miss,,Defense
671,2022,Zion,Childress,S,Texas State,Kentucky,Defense
672,2022,Lamin,Touray,LB,Nevada,,Defense
673,2022,James,Ash,DL,Wake Forest,South Florida,Defense
674,2022,Khamal,Ellison,CB,Florida,,Defense
675,2022,Malik,Hornsby,QB,Arkansas,,Offense
676,2022,Trent,Holler,IOL,East Carolina,Marshall,Offense
677,2022,Tommy,DeVito,QB,Syracuse,Illinois,Offense
678,2022,Marcus,Haskins,CB,Liberty,Appalachian State,Defense
679,2022,Ma'a,Gaoteote,OLB,Michigan State,,Defense
680,2022,Stacy,Kirby,EDGE,South Florida,,Defense
681,2022,Russell,Thompson-Bishop,WR,Syracuse,,Offense
682,2022,Chylon,Thomas,WR,Charlotte,,Offense
683,2022,Tyrone,Brown,S,Baylor,,Defense
684,2022,Ja'Len,Sims,LB,Memphis,,Defense
685,2022,Josh,Moore,S,UCLA,Florida Atlantic,Defense
686,2022,Deron,Harrell,CB,Wisconsin,,Defense
687,2022,Daniel,Carson,DL,Georgia Tech,Georgia Tech,Defense
688,2022,Christian,Malloy,RB,Coastal Carolina,,Offense
689,2022,Greg,Grate Jr,ATH,Middle Tennessee,,ATH
690,2022,Kyjuan,Herndon,ATH,Colorado State,Colorado State,ATH
691,2022,Jack,Zergiotis,QB,Connecticut,Merrimack,Offense
692,2022,De'Rickey,Wright,LB,Vanderbilt,,Defense
693,2022,James,Graham,QB,Georgia Southern,,Offense
694,2022,Robert,McWilliams,LB,Purdue,Purdue,Defense
695,2022,Malcolm,Terry,RB,Navy,,Offense
696,2022,Marcus,Moore,DL,Louisiana Monroe,,Defense
697,2022,James,Lewis,LB,New Mexico,,Defense
698,2022,Christian,Galvan,RB,Drake,Drake,Offense
699,2022,Chris,Cassidy,OT,North Texas,,Offense
700,2022,Luke,Knox,LB,Ole Miss,Florida International,Defense
701,2022,Charles,Brown,WR,Montana State,Texas State,Offense
702,2022,Ty,Lindenman,WR,Illinois,,Offense
703,2022,Kai-Leon,Herbert,OT,Miami,,Offense
704,2022,Re-al,Mitchell,QB,Temple,San Diego,Offense
705,2022,Keon,Voisin,CB,South Alabama,,Defense
706,2022,Jackson,Bailey,LB,Arizona,Louisiana Monroe,Defense
707,2022,Devon,Dickerson,S,Maryland,,Defense
708,2022,Julian,Nixon,TE,Tennessee,,Offense
709,2022,Answer,Gaye,CB,Iowa State,,Defense
710,2022,Bryce,Goodner,IOL,Virginia Tech,Chattanooga,Offense
711,2022,Cole,Hussung,K,Michigan,Louisville,Special
712,2022,Montae,Maxwell,S,Georgia Southern,,Defense
713,2022,Jacques,Wilson,CB,BYU,,Defense
714,2022,Kristian,Williams,DL,Oregon,,Defense
715,2022,Gavin,Blunt,WR,Akron,,Offense
716,2022,K'Vaughan,Pope,LB,Ohio State,,Defense
717,2022,Michael,Turk,P,Arizona State,Oklahoma,Special
718,2022,Weston,Reiman,IOL,Nebraska,,Offense
719,2022,Marcel,Lewis,LB,Central Michigan,,Defense
720,2022,Kanan,Ray,IOL,Colorado,Tulane,Offense
721,2022,Ian,Kipp,QB,Kent State,,Offense
722,2022,Noah,Potter,DL,Ohio State,Cincinnati,Defense
723,2022,John,Brekke,IOL,Holy Cross,Miami (OH),Offense
724,2022,John Wesley,Kennedy III,RB,Georgia Southern,,Offense
725,2022,Naricuss,Driver,TE,Southern Mississippi,Grambling,Offense
726,2022,Ellison,Hubbard,DL,Colorado State,Sam Houston State,Defense
727,2022,Dontae,Lucas,IOL,Florida State,South Alabama,Offense
728,2022,Velltray,Jefferson,LB,Utah,Fresno State,Defense
729,2022,Nick,Manson,WR,Miami (OH),,Offense
730,2022,Marcellus,Moore,RB,Purdue,,Offense
731,2022,Devin,Brumfield,RB,Tulane,,Offense
732,2022,Kyron,Cumby,RB,Texas Tech,,Offense
733,2022,Bryan,Robinson,WR,Florida State,Marshall,Offense
734,2022,Henry,Parrish,RB,Ole Miss,Miami,Offense
735,2022,Donald,Clea,S,Troy,,Defense
736,2022,Ethan,Rinke,DL,South Alabama,,Defense
737,2022,Justin,Isler,EDGE,Appalachian State,,Defense
738,2022,Edward,Bautista,LB,North Texas,,Defense
739,2022,Eli,Fields,OT,Florida Atlantic,,Offense
740,2022,Ayodele,Adeoye,LB,Texas,Sacramento State,Defense
741,2022,Shamel,Lazarus,CB,Connecticut,,Defense
742,2022,Andrew,Chatfield,EDGE,Florida,Oregon State,Defense
743,2022,Darel,Middleton,DL,West Virginia,,Defense
744,2022,David,Chapeau,P,Air Force,East Carolina,Special
745,2022,Charles,Hicks,LB,Wyoming,Missouri,Defense
746,2022,Sterling,Miles,EDGE,Cincinnati,,Defense
747,2022,Darius,Bracy,RB,Central Michigan,,Offense
748,2022,Elijah,Eberhardt,CB,Bowling Green,,Defense
749,2022,Evan,Lovell,OT,Rhode Island,Texas State,Offense
750,2022,Dru,Polidore,CB,Air Force,,Defense
751,2022,Da'Shaun,Brown,WR,Indiana,,Offense
752,2022,Kerry,Martin,S,West Virginia,Akron,Defense
753,2022,Ben,Raybon,K,Northern Colorado,Mississippi State,Special
754,2022,Brendon,Clark,QB,Notre Dame,Old Dominion,Offense
755,2022,Brian,Parish,OT,UMass,,Offense
756,2022,Gayflor,Flomo,RB,Kansas,Concordia University,Offense
757,2022,Lacarea,Pleasant-Johnson,CB,Utah,,Defense
758,2022,Jared,Verse,EDGE,Albany,Florida State,Defense
759,2022,Sherwin,King,S,Fresno State,,Defense
760,2022,George,Johnson III,CB,Michigan,UMass,Defense
761,2022,Bryce,Miller,WR,South Florida,,Offense
762,2022,Tarique,Milton,WR,Iowa State,Texas,Offense
763,2022,Aaron,Dumas,RB,New Mexico,Washington,Offense
764,2022,Stacey,Marshall Jr.,TE,Arizona,Marshall,Offense
765,2022,Carter,Bradley,QB,Toledo,South Alabama,Offense
766,2022,Keylin,Roach,CB,Marshall,,Defense
767,2022,Devell,Washington,LB,West Virginia,,Defense
768,2022,Joe,Rondi,DL,Syracuse,,Defense
769,2022,Sidney,Walker,IOL,Connecticut,Buffalo,Offense
770,2022,Norval,Black,WR,Penn State,,Offense
771,2022,Jaylon,Sharpe,LB,Charlotte,,Defense
772,2022,Tayvion,Robinson,WR,Virginia Tech,Kentucky,Offense
773,2022,Cole,Brevard,DL,Penn State,Purdue,Defense
774,2022,Caeleb,Washington,DL,UMass,Southern Illinois,Defense
775,2022,Lucas,Coley,QB,Arkansas,Houston,Offense
776,2022,Jordan,Murray,TE,Missouri State,Hawai'i,Offense
777,2022,Diamonte,Tucker-Dorsey,LB,James Madison,Texas,Defense
778,2022,Morven,Joseph,LB,Tennessee,Florida Atlantic,Defense
779,2022,Caleb,Chapman,WR,Texas A&M,Oregon,Offense
780,2022,Peyton,Thompson,QB,Oklahoma State,Central Oklahoma,Offense
781,2022,O'Cyrus,Torrence,IOL,Louisiana,Florida,Offense
782,2022,Kyle,Toole,QB,Troy,Georgia Southern,Offense
783,2022,Samson,Jackson,OT,Ohio,,Offense
784,2022,Eddie,Smith,S,Illinois,Arkansas State,Defense
785,2022,Kadyn,Roach,RB,Louisiana Monroe,Southern Arkansas,Offense
786,2022,Joshua,Pakola,EDGE,Stanford,Fresno State,Defense
787,2022,Emmanuel,White,DL,Charlotte,,Defense
788,2022,Gregory,Clayton,WR,UT San Antonio,,Offense
789,2022,Cornelius,McCoy,WR,Georgia State,Eastern Kentucky,Offense
790,2022,Jaylen,Johnson,WR,Georgia,East Carolina,Offense
791,2022,Jordan,Jusevitch,S,Indiana,Indiana State,Defense
792,2022,Deangelo,Gibbs,WR,Tennessee,,Offense
793,2022,Jermayne,Lole,DL,Arizona State,Louisville,Defense
794,2022,Billy,Edwards,QB,Wake Forest,Maryland,Offense
795,2022,Christopher,Houston,RB,Charlotte,,Offense
796,2022,Jaret,Frantz,WR,Ball State,Toledo,Offense
797,2022,Cole,Joyce,LB,UCF,,Defense
798,2022,Jakari,Robinson,IOL,Memphis,,Offense
799,2022,Justin,Lynch,QB,Temple,Northern Illinois,Offense
800,2022,VanDarius,Cowan,LB,West Virginia,Maryland,Defense
801,2022,Trenton,Gillison,TE,Michigan State,,Offense
802,2022,Lucas,Johnson,QB,San Diego State,,Offense
803,2022,Chase,Lasater,EDGE,Florida Atlantic,Eastern Kentucky,Defense
804,2022,Jaylan,Jeffers,OT,Oregon,UCLA,Offense
805,2022,Jaylen,Larry,IOL,UMass,,Offense
806,2022,CJ,Boone,WR,New Mexico,,Offense
807,2022,AJ,Mayer,QB,Miami (OH),,Offense
808,2022,Luke,Felix-Fualalo,OT,Utah,Hawai'i,Offense
809,2022,Cole,DeMarzo,LB,Michigan State,Wyoming,Defense
810,2022,Ky,Thomas,RB,Minnesota,Kansas,Offense
811,2022,Uriah,Greene,IOL,South Florida,,Offense
812,2022,Jalen,Williams,DL,Arkansas,Southern Mississippi,Defense
813,2022,Morgan,Moore,OT,Texas State,,Offense
814,2022,Jacardia,Wright,RB,Kansas State,Missouri State,Offense
815,2022,Elelyon,Noa,RB,Utah State,,Offense
816,2022,Daniel,George,WR,Penn State,Akron,Offense
817,2022,Darrion,Henry-Young,DL,Ohio State,Kentucky,Defense
818,2022,Cam,Dillon,ILB,Columbia,Duke,Defense
819,2022,Nolan,Rumler,IOL,Michigan,Kent State,Offense
820,2022,LaMarque,Davis,CB,Southern Mississippi,,Defense
821,2022,Conner,Lewis,S,Arizona State,,Defense
822,2022,Sean,Chambers,QB,Wyoming,Montana State,Offense
823,2022,Ezrah,Archie,WR,Monmouth,Georgia Southern,Offense
824,2022,Jarren,Williams,QB,South Florida,Alabama A&M,Offense
825,2022,Jaquan,Amos,S,Iowa State,Ball State,Defense
826,2022,Aaron,Brule,LB,Mississippi State,Michigan State,Defense
827,2022,Jeremiah,McClendon,S,Marshall,,Defense
828,2022,Jonny,Fanaika,EDGE,Utah,,Defense
829,2022,Eddie,Schott,PRO,Ball State,Butler,Offense
830,2022,Cody,Shear,IOL,Syracuse,,Offense
831,2022,John David,White,WR,Arkansas,Central Arkansas,Offense
832,2022,Bryce,Sheppert,S,Notre Dame College,,Defense
833,2022,Daniel,Grzesiak,EDGE,Nevada,,Defense
834,2022,Ryan,Jacoby,OT,Ohio State,Pittsburgh,Offense
835,2022,Braxton,Burmeister,QB,Virginia Tech,San Diego State,Offense
836,2022,De'Arre,McDonald,CB,Cincinnati,Middle Tennessee,Defense
837,2022,Jam,Griffin,RB,Georgia Tech,Oregon State,Offense
838,2022,Conner,Maynard,P,Miami (OH),Appalachian State,Special
839,2022,Rory,Hanson,TE,Fresno State,,Offense
840,2022,Olasunkonmi,Agunloye,DL,Virginia,Virginia,Defense
841,2022,J.J.,Pegues,TE,Auburn,Ole Miss,Offense
842,2022,Jahleel,Billingsley,TE,Alabama,Texas,Offense
843,2022,Tyler,Days,CB,Boston College,,Defense
844,2022,Olivier,Charles-Pierre,DL,Houston,,Defense
845,2022,Ben,Labrosse,S,Syracuse,,Defense
846,2022,Rashad,Ajayi,CB,Colorado State,West Virginia,Defense
847,2022,Anthony,Watts,DL,Purdue,Marshall,Defense
848,2022,Kai,Arneson,OT,Oregon,Nevada,Offense
849,2022,John Paul,Flores,OT,Dartmouth,Virginia,Offense
850,2022,Keilon,Brown,QB,Memphis,Georgia State,Offense
851,2022,C.J.,Person,DL,Indiana,South Alabama,Defense
852,2022,Carter,Carlson,EDGE,Washington State,,Defense
853,2022,Kevaris,Hall,CB,Tulane,SMU,Defense
854,2022,Aapri,Washington,CB,Buffalo,East Carolina,Defense
855,2022,Emmanuel,Flowers,S,Michigan State,,Defense
856,2022,Dreshun,Miller,CB,Auburn,NC State,Defense
857,2022,Isaac,Smith,WR,Wisconsin,,Offense
858,2022,Nate,Harris,S,LSU,,Defense
859,2022,TJ,Smith,EDGE,Georgia State,Limestone College,Defense
860,2022,Shawn,Robinson,S,Missouri,Kansas State,Defense
861,2022,Douglas,Emilien,WR,Minnesota,Kansas,Offense
862,2022,Kaedin,Robinson,WR,UCF,Appalachian State,Offense
863,2022,Tahliq,Battle,RB,Buffalo,,Offense
864,2022,Anthony,Price,RB,Arkansas State,,Offense
865,2022,Kajiya,Hollawayne,QB,UCLA,Grambling,Offense
866,2022,Willie,Hampton,LB,Western Carolina,Buffalo,Defense
867,2022,Jaali,Parker,S,Western Michigan,,Defense
868,2022,Dillon,Gabriel,QB,UCF,Oklahoma,Offense
869,2022,Cam,Reddy,IOL,Colorado State,Liberty,Offense
870,2022,Myles,Brennan,QB,LSU,,Offense
871,2022,TJ,Steele,WR,TCU,,Offense
872,2022,Myles,McNeal,CB,Eastern Michigan,,Defense
873,2022,Juan,Harris,DL,Indiana,,Defense
874,2022,Luke,Akers,P,UCLA,Northwestern,Special
875,2022,Kundarrius,Taylor,WR,UAB,,Offense
876,2022,Josh,Watts,P,Colorado,,Special
877,2022,Jonathan,Shepherd,WR,Oklahoma State,,Offense
878,2022,Leo,Parker,RB,South Florida,,Offense
879,2022,Jacob,Sykes,DL,Harvard,UCLA,Defense
880,2022,Jesiah,Davis,WR,Virginia,,Offense
881,2022,Deshawn,Troutman,LB,Miami,,Defense
882,2022,Zahir,Swann,RB,Central Michigan,,Offense
883,2022,James,Palmer,TE,Tulsa,,Offense
884,2022,Caleb,Christensen,CB,BYU,,Defense
885,2022,Parker,Grothaus,K,Florida State,West Virginia,Special
886,2022,Lonnie,Rice,S,Buffalo,,Defense
887,2022,Ethon,Williams,WR,Boston College,Connecticut,Offense
888,2022,Jordan,Bennett,WR,Georgia Southern,,Offense
889,2022,Marcus,McElroy,RB,Colorado State,McNeese,Offense
890,2022,Rashad,Cheney,DL,Minnesota,South Florida,Defense
891,2022,Tharon,Davis,RB,Memphis,,Offense
892,2022,John,Ward,DL,UCLA,Utah State,Defense
893,2022,Derick,Hunter,OT,Texas A&M,Hinds C.C.,Offense
894,2022,Jeremy,Hunt,QB,Louisiana Monroe,,Offense
895,2022,Allan,Mwata,S,San Diego State,,Defense
896,2022,Mata,Hola,EDGE,Utah State,,Defense
897,2022,Cody,Brown,RB,Miami,Virginia,Offense
898,2022,Kendall,Catalon,WR,Arkansas,,Offense
899,2022,Kobie,Turner,DL,Richmond,Wake Forest,Defense
900,2022,Andre,Goodman,QB,Appalachian State,Limestone College,Offense
901,2022,Nathan,Manning,QB,Arizona State,,Offense
902,2022,Tylan,Knight,RB,Ole Miss,Southern Mississippi,Offense
903,2022,Darnell,Jefferies,DL,Clemson,Minnesota,Defense
904,2022,Kristian,Varner,DL,North Carolina,Georgia Southern,Defense
905,2022,Deuce,Hogan,QB,Iowa,Kentucky,Offense
906,2022,Noah,Nelson,OT,Oklahoma,Northern Arizona,Offense
907,2022,Naquan,Brown,EDGE,Pittsburgh,Norfolk State,Defense
908,2022,Malik,Heath,WR,Mississippi State,Ole Miss,Offense
909,2022,Crishawn,Long,LB,Purdue,,Defense
910,2022,Deondre,Doiron,IOL,Buffalo,Kansas,Offense
911,2022,Ahmirr,Robinson,WR,Rutgers,Texas State,Offense
912,2022,Jacolby,Hewitt,WR,Indiana,Florida International,Offense
913,2022,Carter,Short,LS,Alabama,,Special
914,2022,Landon,Jackson,EDGE,LSU,Arkansas,Defense
915,2022,Terreance,Ellis,LB,Rice,Alcorn State,Defense
916,2022,Brylan,Lanier,CB,Alabama,Indiana,Defense
917,2022,Lucas,Dunker Jr.,K,Washington State,,Special
918,2022,Jahquan,Bloomfield,WR,Louisiana Monroe,,Offense
919,2022,Derrick,Smith,S,Illinois,Western Kentucky,Defense
920,2022,Kobe,Hylton,S,Louisiana,UTEP,Defense
921,2022,Jerrod,Means,WR,Louisiana Tech,Pittsburgh,Offense
922,2022,Antoine,Robinson,WR,Southern Mississippi,,Offense
923,2022,Mark,Davis,CB,Buffalo,,Defense
924,2022,Theo,Wease,WR,Oklahoma,Oklahoma,Offense
925,2022,Morris,Joseph,DL,Memphis,Georgia Tech,Defense
926,2022,Dallas,Gant,LB,Ohio State,Toledo,Defense
927,2022,Daniel,Ogundipe,OT,Old Dominion,,Offense
928,2022,Nick,Kargman,QB,Western Michigan,Wagner,Offense
929,2022,Sharod,Johnson,WR,Syracuse,Florida International,Offense
930,2022,JJ,Jones,TE,Dartmouth,New Mexico State,Offense
931,2022,Monroe,Mills,OT,Oklahoma State,Texas Tech,Offense
932,2022,Cory,Gross,S,Buffalo,,Defense
933,2022,Brice,Johnson,WR,Ole Miss,Houston,Offense
934,2022,Bryson,Shaw,S,Ohio State,USC,Defense
935,2022,Anthony,Tocchini,IOL,New Mexico State,,Offense
936,2022,Carter,Kamana,WR,Washington State,,Offense
937,2022,Caleb,Berry,RB,Washington,,Offense
938,2022,Luke,Anthony,QB,Louisiana Tech,Baylor,Offense
939,2022,Tristan,Golightly,TE,Kansas,Abilene Christian,Offense
940,2022,Ben,Gansallo,DL,New Mexico,,Defense
941,2022,Cedrice,Paillant,OT,Rutgers,Marshall,Offense
942,2022,Blayne,Toll,DL,Colorado,Arkansas State,Defense
943,2022,Sawyer,Racanelli,WR,Washington,Montana,Offense
944,2022,Nolan,Gorczyca,OT,Buffalo,Kansas,Offense
945,2022,Thomas,Nance,TE,South Florida,,Offense
946,2022,Darius,Williams,EDGE,Middle Tennessee,,Defense
