Unnamed: 0,season,firstName,lastName,position,origin,destination,positionType
56,2022,Darius,Edmonds,WR,Houston,,Offense
57,2022,Jack,Buford,OT,Arizona,Lindenwood University,Offense
58,2022,Carson,Lee,IOL,Colorado,,Offense
59,2022,Marcus,Washington,WR,Texas,Nebraska,Offense
60,2022,Kamo'i,Latu,S,Utah,Wisconsin,Defense
61,2022,Steven,Krajewski,QB,Connecticut,Georgia State,Offense
62,2022,JT,Daniels,QB,Georgia,West Virginia,Offense
63,2022,Jordan,Yates,QB,Georgia Tech,Sam Houston State,Offense
64,2022,Jakelyn,Morgan,CB,Arizona,Louisiana Tech,Defense
65,2022,Quinton,Cage,S,LSU,UT San Antonio,Defense
66,2022,Antonio,Montero,LB,Rice,Villanova,Defense
67,2022,Jakai,Torres,RB,San José State,College of the Canyons,Offense
68,2022,Cameron,Cooper,OT,UTEP,,Offense
69,2022,David,Afari,RB,Miami (OH),,Offense
70,2022,Caleb,Fox,DT,Stephen F. Austin,TCU,DT
71,2022,Evan,Davis,K,Toledo,,Special
72,2022,Cody,Goatley,LB,Kentucky,Murray State,Defense
73,2022,Tyler,Williams,LS,Washington State,,Special
74,2022,Odua,Isibor,EDGE,UCLA,California,Defense
75,2022,Malik,Welch,S,San José State,McNeese,Defense
76,2022,Damir,Collins,RB,Oregon State,Idaho State,Offense
77,2022,Upton,Stout,S,North Texas,Western Kentucky,Defense
78,2022,Tyler,Baron,EDGE,Tennessee,,Defense
79,2022,Amarius,Mims,OT,Georgia,,Offense
80,2022,Alex,Stadthaus,K,USC,,Special
81,2022,Matt,Robinson,QB,Illinois,Fresno State,Offense
82,2022,Dominick,Puni,IOL,Central Missouri State,Kansas,Offense
83,2022,Cameron,Kinnie,IOL,Georgia,UCF,Offense
84,2022,Damian,Jackson,EDGE,Nebraska,Buffalo,Defense
85,2022,Logan,Sagapolu,IOL,Oregon,Miami,Offense
86,2022,Josh,Landry,DL,Baylor,Missouri,Defense
87,2022,Willie,Tyler,OT,Louisiana Monroe,Rutgers,Offense
88,2022,Spencer,Curtis,WR,Oregon,Nevada,Offense
89,2022,Jed,Castles,TE,Texas Tech,Abilene Christian,Offense
90,2022,Emery,Simmons,WR,North Carolina,Indiana,Offense
91,2022,Iesa,Jarmon,CB,Cincinnati,Buffalo,Defense
92,2022,Bobby,Holmes,CB,Louisiana,,Defense
93,2022,Troy,dela Vega,TE,Utah State,,Offense
94,2022,Sam,Pinckney,WR,Georgia State,Coastal Carolina,Offense
95,2022,Wesley,Walker,S,Georgia Tech,Tennessee,Defense
96,2022,Jarek,Broussard,RB,Colorado,Michigan State,Offense
97,2022,Thomas,Shelmire,IOL,SMU,,Offense
98,2022,DJ,Johnson,OLB,Illinois,Louisiana Tech,Defense
99,2022,Tyler,Harrell,WR,Louisville,Alabama,Offense
100,2022,Ryan,Wills,OT,Penn State,,Offense
101,2022,Liridon,Mujezinovic,OT,Maryland,,Offense
102,2022,Vidal,Scott,DL,Arkansas State,,Defense
103,2022,Cole,Spencer,OT,Western Kentucky,Texas Tech,Offense
104,2022,Eric,Gentry,LB,Arizona State,USC,Defense
105,2022,TQ,Jackson,CB,SMU,,Defense
106,2022,Clay,Millen,QB,Nevada,Colorado State,Offense
107,2022,Jordan,Young,WR,Florida State,Florida Atlantic,Offense
108,2022,Cruz,Temple,LB,East Carolina,Arkansas State,Defense
109,2022,Shemar,Thornton,ATH,Florida International,Northern Illinois,ATH
110,2022,Dylan,Davis,OT,Furman,Illinois,Offense
111,2022,Kevin,Schaeffer,TE,Rutgers,,Offense
112,2022,Joseph,Evans,DL,LSU,UT San Antonio,Defense
113,2022,Tyrone,Hopper,LB,North Carolina,Missouri,Defense
114,2022,Jordan,Brown,ATH,Kansas,Texas Tech,ATH
115,2022,Chase,Monroe,LB,Wake Forest,Charlotte,Defense
116,2022,Devan,Barrett,CB,Troy,,Defense
117,2022,AJ,Watts,CB,Akron,,Defense
118,2022,Tyler,Page,WR,SMU,Appalachian State,Offense
119,2022,Micah,Mariteragi,OT,Virginia,,Offense
120,2022,Corey,Rucker,WR,Arkansas State,South Carolina,Offense
121,2022,Darrius,Smith,RB,Arizona,,Offense
122,2022,Ke'Andre,Street,WR,Houston,,Offense
123,2022,Billy,Pospisil III,WR,Washington State,Colorado Mines,Offense
124,2022,Javin,Burke,S,Virginia,,Defense
125,2022,Daryl,Porter,CB,West Virginia,Miami,Defense
126,2022,Jaylen,Moody,LB,Alabama,,Defense
127,2022,Stone,Eby,SDE,SMU,,Defense
128,2022,Edward,Haralson,DL,Louisiana Monroe,,Defense
129,2022,Leon,Williams,LB,Kent State,,Defense
130,2022,Tyson,Thompson,WR,Houston Christian,Rice,Offense
131,2022,Peter,Costelli,QB,Utah,Troy,Offense
132,2022,Kylan,Watkins,WR,Memphis,,Offense
133,2022,Dar'jarri,Coleman,EDGE,Jacksonville State,,Defense
134,2022,Enoch,Nawahine,RB,Utah State,,Offense
135,2022,Christian,Curatolo,OT,Lehigh,Boston College,Offense
136,2022,Tiaoalii,Savea,DL,UCLA,Arizona,Defense
137,2022,Jalik,Yancey,CB,Eastern Michigan,,Defense
138,2022,Tony,Wallace,CB,TCU,UT San Antonio,Defense
139,2022,Meki,Pei,S,Washington,,Defense
140,2022,Kelsen,Hennessy,DL,Oregon State,,Defense
141,2022,Ryan,Keeler,DL,Rutgers,,Defense
142,2022,Fred,Martin,CB,Oregon State,,Defense
143,2022,Josh,Brown,CB,Troy,,Defense
144,2022,Jordan,Hornbeak,RB,Fresno State,Northern Colorado,Offense
145,2022,Aaron,McLaughlin,QB,NC State,Jacksonville State,Offense
146,2022,Ryan,Peppins,WR,Utah,,Offense
147,2022,Kolby,White,WR,Baylor,,Offense
148,2022,Frederik,Antoine,WR,Old Dominion,,Offense
149,2022,Kajuan,Robinson,DL,Memphis,,Defense
150,2022,Jessie,Parson III,WR,Rutgers,,Offense
151,2022,Eldrick,Robinson II,LB,Georgia Southern,Wake Forest,Defense
152,2022,Ezra,Dotson-Oyetade,IOL,Arizona State,TCU,Offense
153,2022,Braedon,Wissler,RB,Utah,,Offense
154,2022,Cameron,Williams,EDGE,Miami,,Defense
155,2022,Pedro,Timoteo,OT,Fresno State,Portland State,Offense
156,2022,Parker,Rickert,WR,Iowa State,,Offense
157,2022,Ray,Embry,TE,East Central,Buffalo,Offense
158,2022,Ricky,Pearsall,WR,Arizona State,Florida,Offense
159,2022,Isaiah,Land,EDGE,Florida A&M,Florida A&M,Defense
160,2022,Kenny,Bennett,CB,Maryland,Georgia Tech,Defense
161,2022,Camden,Price,K,Miami,Temple,Special
162,2022,Marcus,Hooker,S,Ohio State,Youngstown State,Defense
163,2022,Eric,Reed,CB,Auburn,Georgia Tech,Defense
164,2022,Alex,Zayed,LB,Louisiana Tech,,Defense
165,2022,Raiqwon,O'Neal,OT,Rutgers,UCLA,Offense
166,2022,Chris,Akporoghene,IOL,Tennessee,Tulsa,Offense
167,2022,Donavann,Collins,CB,TCU,,Defense
168,2022,Eric,Randall,S,Memphis,,Defense
169,2022,Kyle,Helbig,TE,Colorado State,,Offense
170,2022,Caden,Clark,TE,Alabama,Akron,Offense
171,2022,Jaylen,Rivers,ATH,Northwestern,,ATH
172,2022,Akheem,Mesidor,DL,West Virginia,Miami,Defense
173,2022,Matthew,Duncan,QB,Temple,Trinity Valley C.C.,Offense
174,2022,Dylan,Walker,TE,Colorado State,,Offense
175,2022,Jojuan,Claiborne,CB,Nevada,,Defense
176,2022,Jamel,Thomas,WR,South Alabama,,Offense
177,2022,Avarius,Sparrow,RB,West Virginia,Middle Tennessee,Offense
178,2022,Gaberiel,Fuster,LB,Liberty,,Defense
179,2022,Patrick,Jolly,CB,UCLA,Abilene Christian,Defense
180,2022,Maurice,Freeman,S,Indiana,Liberty,Defense
181,2022,Cooper,Darling,IOL,Oregon State,,Offense
182,2022,Gabriel,Murphy,EDGE,North Texas,UCLA,Defense
183,2022,Mari,Wingard,CB,Elon,Georgia Southern,Defense
184,2022,Matt,Landers,WR,Toledo,Arkansas,Offense
185,2022,Rico,Powers,WR,South Carolina,Jackson State,Offense
186,2022,Marshall,Gill,IOL,VMI,New Mexico,Offense
187,2022,Dmitri,Emmanuel,IOL,Charlotte,Florida State,Offense
188,2022,Alex,Bales,K,Cincinnati,,Special
189,2022,Joey,Yellen,QB,Pittsburgh,Hawai'i,Offense
190,2022,Myron,Warren,DL,Texas,Texas State,Defense
191,2022,Corey,Robinson II,OT,Kansas,Georgia Tech,Offense
192,2022,AJ,Davis,WR,UAB,,Offense
193,2022,Sione,Veikoso,IOL,Arizona State,,Offense
194,2022,Stacy,Brown,S,Missouri,,Defense
195,2022,Isaiah,Wright,IOL,Rutgers,Buffalo,Offense
196,2022,Andre,Turrentine,CB,Ohio State,Tennessee,Defense
197,2022,Izaiah,Kelley,OLB,SMU,Abilene Christian,Defense
198,2022,Robert,Ferrel,WR,Incarnate Word,Washington State,Offense
199,2022,Bucky,Williams,IOL,Appalachian State,Appalachian State,Offense
200,2022,Sean,Ryan,WR,West Virginia,Rutgers,Offense
201,2022,Javian,Hester,WR,Missouri,Oklahoma,Offense
202,2022,Caden,McNeese,P,North Texas,,Special
203,2022,Trent,Davis,RB,Duke,Jacksonville State,Offense
204,2022,La'Dareyen,Craig,CB,South Carolina,,Defense
205,2022,Jahmin,Muse,S,Boston College,Buffalo,Defense
206,2022,Austin,Weiner,OT,Kansas State,Louisiana Monroe,Offense
207,2022,Ryan,Bujcevski,P,Texas,SMU,Special
208,2022,Jazston,Turnetine,OT,South Carolina,Florida State,Offense
209,2022,Parker,Navarro,QB,UCF,Ohio,Offense
210,2022,Darin,Turner,WR,Arkansas,Alabama A&M,Offense
211,2022,Zeriah,Beason,WR,Oregon State,Washington State,Offense
212,2022,Nate,Adkins,TE,East Tennessee State,South Carolina,Offense
213,2022,Junior,Walling,LB,Oregon State,,Defense
214,2022,Kayode,Oladele,DL,Memphis,,Defense
215,2022,Zack,Merrill,QB,Indiana,,Offense
216,2022,RJ,Sneed,WR,Baylor,Colorado,Offense
217,2022,Sean,Berry,S,UT San Antonio,,Defense
218,2022,Audley,Isaacs,LB,Temple,Tarleton State,Defense
219,2022,Chris,Childers,RB,Indiana,San Diego,Offense
220,2022,Andrew,Parker,LB,Arkansas,Appalachian State,Defense
221,2022,Lonyatta,Alexander,WR,Arizona State,Washington,Offense
222,2022,Parker,Hughes,ATH,Middle Tennessee,,ATH
223,2022,Nicholas,Edwards,OT,Tennessee,UT Martin,Offense
224,2022,Reid,Pulliam,LB,Virginia Tech,Holmes C.C.,Defense
225,2022,Eli'jah,Winston,LB,USC,Nevada,Defense
226,2022,Mazin,Richards,DL,Eastern New Mexico,North Texas,Defense
227,2022,Daemon,Hill,CB,Central Michigan,Florida Atlantic,Defense
228,2022,Ethan,Bullock,QB,Oklahoma State,,Offense
229,2022,Daran,Branch,S,Georgia,,Defense
230,2022,Jaylon,Robinson,WR,UCF,Ole Miss,Offense
231,2022,Ja'Varrius,Johnson,WR,Auburn,Auburn,Offense
232,2022,DeAmonte,King,ATH,Toledo,,ATH
233,2022,Kendall,Smith,S,Illinois,,Defense
234,2022,Viliami,Tausinga,LB,BYU,,Defense
235,2022,Jordan,Addison,WR,Pittsburgh,USC,Offense
236,2022,Drake,Cheatum,CB,Prairie View,Kansas State,Defense
237,2022,Demond,Demas,WR,Texas A&M,,Offense
238,2022,Reese,Poffenbarger,QB,Old Dominion,,Offense
239,2022,Dayne,Shor,OT,Alabama,Connecticut,Offense
240,2022,Kaymar,Mimes,TE,Pittsburgh,,Offense
241,2022,Wistar,Allen,LB,East Carolina,,Defense
242,2022,Malik,Matthew,LB,Syracuse,,Defense
243,2022,Walter,Simmons III,QB,East Carolina,Bethune-Cookman,Offense
244,2022,CJ,Rogers,QB,Baylor,Texas State,Offense
245,2022,Jordan,Rhodes,OT,Ole Miss,Arkansas State,Offense
246,2022,Keitha,Jones,TE,Tulane,,Offense
247,2022,Brandon,Campbell,RB,USC,Houston,Offense
248,2022,Jaren,Handy,EDGE,Indiana,,Defense
249,2022,Isaiah,Winstead,WR,Toledo,East Carolina,Offense
250,2022,Danny,Corbett,IOL,Campbell,Georgia Southern,Offense
251,2022,Sione,Finau,RB,BYU,,Offense
252,2022,Dajon,Harrison,WR,Texas,Connecticut,Offense
253,2022,Marvin,Grant,S,Purdue,Kansas,Defense
254,2022,Brennan,Sweeney,LB,Iowa,,Defense
255,2022,Mackenzie,Morgan,P,Weber State,Temple,Special
256,2022,Tylan,Morton,QB,South Alabama,Southwestern Oklahoma,Offense
257,2022,Ethan,Long,QB,Arizona State,Abilene Christian,Offense
258,2022,Jadarius,Thursby,S,SMU,Abilene Christian,Defense
259,2022,Josh,White,LB,LSU,Baylor,Defense
260,2022,Jaelyn,Lay,TE,Clemson,Alabama State,Offense
261,2022,Kamryn,Waites,OT,Louisiana,Florida,Offense
262,2022,Teivis,Tuioti,DL,Nevada,,Defense
263,2022,Ramon,Jefferson,RB,Sam Houston State,Kentucky,Offense
264,2022,Kyle,McNamara,WR,Western Kentucky,,Offense
265,2022,Grayson,Cook,LB,Air Force,,Defense
266,2022,Parker,Eichenberger,TE,Houston,,Offense
267,2022,Jeremy,Tate,WR,Memphis,,Offense
268,2022,Larry,Robbins,CB,Buffalo,,Defense
269,2022,Alex,Adams,WR,LSU,Akron,Offense
270,2022,West,Weeks,ATH,Virginia,LSU,ATH
271,2022,Tim,Baldwin Jr.,RB,Indiana,UMass,Offense
272,2022,Ke'Andre,Collins,WR,Central Michigan,,Offense
273,2022,Teagen,Lenderink,K,North Carolina,Liberty,Special
274,2022,Jordan,Mosley,WR,Northwestern,Mississippi State,Offense
275,2022,Will,Wallace,TE,Tulane,,Offense
276,2022,Jared,Wilson,RB,South Alabama,,Offense
277,2022,Alston,Orji,LB,Vanderbilt,Campbell,Defense
278,2022,Kody,Sparks,QB,Bowling Green,,Offense
279,2022,Ja'Maurion,Franklin,EDGE,East Carolina,,Defense
280,2022,Drayton,Charlton-Perrin,TE,Ball State,,Offense
281,2022,Peace,Addo,OT,Duke,Temple,Offense
282,2022,Jamal,Bell,WR,Louisiana,Louisiana,Offense
283,2022,Kalvin,Hutchings,DL,North Texas,,Defense
284,2022,Chaton,Mobley,RB,Middle Tennessee,,Offense
285,2022,Quan,Easterling,ATH,Wisconsin,Duquesne,ATH
286,2022,Emory,Jones,QB,Florida,Arizona State,Offense
287,2022,Hugh,Davis,LB,Boston College,Louisiana Tech,Defense
288,2022,Josh,Chandler,LB,West Virginia,Colorado,Defense
289,2022,Darius,Joiner,S,Western Illinois,Duke,Defense
290,2022,Tyree,O'Neil,WR,Buffalo,,Offense
291,2022,Tyler,Steen,OT,Vanderbilt,Alabama,Offense
292,2022,Dalevon,Campbell,WR,Illinois,Nevada,Offense
293,2022,Jack,Burns,IOL,Cornell,Duke,Offense
294,2022,Joey,Rouly,K,Utah State,,Special
295,2022,Jordan,Wilmore,RB,Fresno State,,Offense
296,2022,Khaya,Wright,LB,Georgia Tech,Florida International,Defense
297,2022,Devin,Drew,DL,Texas Tech,Nebraska,Defense
298,2022,Will,Albright,LB,Tennessee,,Defense
299,2022,Thor,Canales,LB,Arizona,,Defense
300,2022,Colby,Richardson,CB,LSU,LSU,Defense
301,2022,Jayson,Jones,DL,Oregon,Auburn,Defense
302,2022,Anthony,Whigan,IOL,Penn State,Akron,Offense
303,2022,Dorian,Gerald,EDGE,Arkansas,,Defense
304,2022,TJ,Session,OT,Montana State,California,Offense
305,2022,A.J.,Lytton,CB,Penn State,,Defense
306,2022,Solomon,Turner,S,Hawai'i,Illinois,Defense
307,2022,Jay,Hampton,CB,Mississippi State,Southern Mississippi,Defense
308,2022,Mike,Smith,CB,Appalachian State,,Defense
309,2022,Hunter,Kaupiko,LB,San Diego State,,Defense
310,2022,Dekalen,Goodson,TE,Houston,,Offense
311,2022,Daniel,Bethel,K,Tennessee,Samford,Special
312,2022,Kani,Walker,CB,Louisville,Oklahoma,Defense
313,2022,Antonio,Oliver,CB,New Mexico State,,Defense
314,2022,Cedric,Hillsman,DL,Ohio,,Defense
315,2022,Allen,Horace,TE,UT San Antonio,Navarro College,Offense
316,2022,Anthony,Frederique,P,Troy,,Special
317,2022,Mason,Jolley,OLB,SMU,,Defense
318,2022,Naquan,Reynolds,S,Marshall,,Defense
319,2022,Trelon,Smith,RB,Arkansas,UT San Antonio,Offense
320,2022,Azizi,Hearn,CB,Wyoming,UCLA,Defense
321,2022,Alex,Nobles,ATH,North Carolina,,ATH
322,2022,Ben,Renfro,S,Utah,,Defense
323,2022,Stephon,Wynn,DL,Alabama,Nebraska,Defense
324,2022,AJ,Beatty,IOL,North Carolina,Albany,Offense
325,2022,Dennis,Osagiede,DL,Stephen F. Austin,Liberty,Defense
326,2022,Jashon,Watkins,ATH,Memphis,,ATH
327,2022,Ryan,Glover,QB,California,Memphis,Offense
328,2022,Henry,Chibueze,DL,Liberty,Maryland,Defense
329,2022,Harrison,Leonard,K,Notre Dame,,Special
330,2022,Ryan,Thaxton,DL,South Florida,,Defense
331,2022,Chancellor,Bright,WR,Marshall,,Offense
332,2022,Corey,Wren,RB,Florida State,TCU,Offense
333,2022,Tyreke,Young,EDGE,Temple,,Defense
334,2022,Walter,Wilbon III,RB,Ohio,Iowa Central C.C.,Offense
335,2022,Dexter,Carter Jr.,WR,Georgia Southern,,Offense
336,2022,Monte',McGary,CB,Utah State,Kansas,Defense
337,2022,Ivan,Shultz,IOL,Troy,,Offense
338,2022,Seth,Smith,QB,Marshall,,Offense
339,2022,Marcel,Murray,RB,Arkansas State,Arkansas State,Offense
340,2022,Chance,Bates,LB,Kennesaw State,East Carolina,Defense
341,2022,Christopher,Thomas,DL,Florida,,Defense
342,2022,Fortune,Woods,LB,Bowling Green,,Defense
343,2022,DeJuan,Ellis,WR,Maryland,Rhode Island,Offense
344,2022,Nadir,Thompson,CB,Virginia Tech,,Defense
345,2022,Majik,Rector,WR,Kansas,Central Arkansas,Offense
346,2022,Matt,Polk,WR,Oklahoma State,,Offense
347,2022,Joachim,Bangda,RB,Kent State,,Offense
348,2022,Matt,Rosso,OT,Rutgers,,Offense
349,2022,E.J.,Porter,LB,Coastal Carolina,,Defense
350,2022,Austin,Reed,QB,West Florida,Western Kentucky,Offense
351,2022,Xavier,Carlton,EDGE,Utah,California,Defense
352,2022,Dematrius,Davis,QB,Auburn,Alabama State,Offense
353,2022,Evan,Olaes,QB,Colorado State,,Offense
354,2022,Takulve,Williams,WR,Kansas,Northern Iowa,Offense
355,2022,Tai,Marks,IOL,Colorado State,,Offense
356,2022,Desmond,Dan,WR,Illinois,Southwest Minnesota State,Offense
357,2022,Jared,Ivey,EDGE,Georgia Tech,Ole Miss,Defense
358,2022,Jason,Brooks,IOL,Vanderbilt,Oklahoma State,Offense
359,2022,Jared,Morrow,OT,Coastal Carolina,,Offense
360,2022,Will,Bowers,DUAL,Liberty,,DUAL
361,2022,Troy,Henderson,RB,Liberty,,Offense
362,2022,KD,Davis,LB,North Texas,North Texas,Defense
363,2022,Max,Johnson,QB,LSU,Texas A&M,Offense
364,2022,Austin,Beier,IOL,Minnesota,,Offense
365,2022,Levi,Bell,DL,Louisiana Tech,Texas State,Defense
366,2022,Kienen,Gaskin,LB,Kansas State,,Defense
367,2022,Christian,Gonzalez,S,Colorado,Oregon,Defense
368,2022,Jonah,Morris,WR,Northern Colorado,Illinois,Offense
369,2022,Dillon,Harris,LB,Connecticut,,Defense
370,2022,Chance,Main,EDGE,Incarnate Word,Colorado,Defense
371,2022,Mason,Brotherton,TE,Kansas,,Offense
372,2022,Lincoln,Pare,RB,Arkansas State,,Offense
373,2022,Malik,Wesley,WR,UNLV,,Offense
374,2022,Andrew,Vaught,IOL,Toledo,,Offense
375,2022,Malik,Williams,CB,Nebraska,,Defense
376,2022,James,Burns,WR,Miami (OH),,Offense
377,2022,Gerry,Bohanon,QB,Baylor,South Florida,Offense
378,2022,J.J.,Woodin,PRO,North Dakota State,,Offense
379,2022,Nathaniel,Peat,RB,Stanford,Missouri,Offense
380,2022,Robbie,Mangas,TE,Dartmouth,Buffalo,Offense
381,2022,Jay,Bramblett,P,Notre Dame,LSU,Special
382,2022,Devin,Taylor,CB,Virginia Tech,Bowling Green,Defense
383,2022,Will,Nixon,WR,Nebraska,Washington,Offense
384,2022,Antoine,Booth,CB,Michigan State,,Defense
385,2022,Quinton,Torbor,WR,Mississippi State,Alabama State,Offense
386,2022,Iverson,Clement,RB,Temple,Temple,Offense
387,2022,Clayton,Franks,OT,Texas Tech,,Offense
388,2022,Dorian,Hinton,IOL,Middle Tennessee,Florida Atlantic,Offense
389,2022,Princeton,Pines,OT,Sam Houston State,Tulane,Offense
390,2022,Christian,Burkhalter,EDGE,UCLA,Georgia Tech,Defense
391,2022,Marquise,Freeman,EDGE,Washington State,,Defense
392,2022,Louie,Cresto,EDGE,Oregon,Nevada,Defense
393,2022,Connor,Vasher,IOL,Savannah State,UMass,Offense
394,2022,Nate,Thompson,S,Duke,Akron,Defense
395,2022,CJ,Harris,LB,Arkansas State,,Defense
396,2022,George,Takacs,TE,Notre Dame,Boston College,Offense
397,2022,Nicario,Harper,S,Southern Mississippi,Louisville,Defense
398,2022,Zachary,Dixon,LB,Georgia State,,Defense
399,2022,Da'Shawn,Elder,S,Virginia Tech,Middle Tennessee,Defense
400,2022,Charlie,Jones,WR,Iowa,Purdue,Offense
401,2022,Cole,Harrity,WR,New Mexico State,Buffalo,Offense
402,2022,Blake,Nelson,TE,Louisville,,Offense
403,2022,Paul,Akere,WDE,Columbia,Virginia,Defense
404,2022,Cobe,Bryant,OT,SMU,UNLV,Offense
405,2022,Kasen,Kinchen,CB,Washington,,Defense
406,2022,Jarrett,Lucombe,DL,Western Kentucky,,Defense
407,2022,Jacob,Copeland,WR,Florida,Maryland,Offense
408,2022,Quentin,Bivens,DL,Ole Miss,Southern Mississippi,Defense
409,2022,Jake,Bailey,WR,Rice,SMU,Offense
410,2022,Caylin,Newton,QB,Auburn,,Offense
411,2022,Kingsley,Suamataia,OT,Oregon,BYU,Offense
412,2022,Brian,Ugwu,LB,Rutgers,,Defense
413,2022,Daylen,Gill,LB,Ole Miss,Southern Mississippi,Defense
414,2022,Anthony,Torres,TE,Western Michigan,Toledo,Offense
415,2022,Theodore,Knox,WR,Mississippi State,SMU,Offense
416,2022,Chase,Kline,LB,Michigan State,Eastern Michigan,Defense
417,2022,Andy,Buttrell,OT,Indiana,,Offense
418,2022,Tyus,Fields,CB,Tennessee,,Defense
419,2022,Artese,Gregory,IOL,Southern Utah,Buffalo,Offense
420,2022,Donovan,Georges,LB,Florida International,,Defense
421,2022,Jamar,Simpson,WR,San José State,Northwest Missouri State,Offense
422,2022,Jordan,Brunson,RB,Virginia Tech,Miami (OH),Offense
423,2022,Ray,Rose,WR,East Carolina,Tennessee State,Offense
424,2022,Kobe,Lewis,RB,Central Michigan,Purdue,Offense
425,2022,Bryson,Broadway,OT,Eastern Illinois,Georgia State,Offense
426,2022,Gabriel,Plascencia,K,Mississippi State,,Special
427,2022,Nick,Okeke,LB,Louisville,Southern Illinois,Defense
428,2022,Je'Mari,Littlejohn,OLB,Appalachian State,,Defense
429,2022,Ian,Hover,IOL,Campbell,Texas State,Offense
430,2022,James,Hansen,DL,Utah State,,Defense
431,2022,Aaron,Washington,LB,Bowling Green,,Defense
432,2022,Lance,Robinson,IOL,Middle Tennessee,Houston,Offense
433,2022,O'Tay,Baker,DL,Hawai'i,,Defense
434,2022,Devontae,Davis,DL,South Carolina,,Defense
435,2022,Lloyd,Summerall,EDGE,Florida,Florida,Defense
436,2022,Hamze,Elzayat,WR,Fordham,Eastern Michigan,Offense
437,2022,Jordan,Domineck,EDGE,Georgia Tech,Arkansas,Defense
438,2022,Chad,Ryland,K,Eastern Michigan,Maryland,Special
439,2022,Donovan,Manuel,OLB,East Tennessee State,Florida International,Defense
440,2022,Will,Honas,LB,Nebraska,Kansas State,Defense
441,2022,Richard,West,IOL,Texas A&M Commerce,Texas State,Offense
442,2022,Jarvis,Brownlee Jr.,CB,Florida State,Louisville,Defense
443,2022,Brock,Annexstad,WR,Minnesota,,Offense
444,2022,Evan,Tattersall,LB,California,,Defense
445,2022,Myles,Baker,CB,Coastal Carolina,,Defense
446,2022,Cody,Jackson,WR,Oklahoma,Houston,Offense
447,2022,Jaylen,Lane,S,UNLV,,Defense
448,2022,Clinton,Anokwuru,DL,Louisiana,,Defense
449,2022,Latrell,Neville,WR,Nebraska,North Texas,Offense
450,2022,Darrell,Simpson,OT,Oklahoma,Tulsa,Offense
451,2022,Deondre,Dansby,CB,Houston,,Defense
452,2022,Marshall,Nichols,P,Mississippi State,UNLV,Special
453,2022,Jayden,Daniels,QB,Arizona State,LSU,Offense
454,2022,Jordan,Rucker,CB,North Texas,,Defense
455,2022,Gary,Hoover,OT,Ohio,,Offense
456,2022,Jonah,Miller,OT,Oregon,,Offense
457,2022,Kyler,Baugh,DL,Houston Christian,Minnesota,Defense
458,2022,Donte,Small,CB,Appalachian State,,Defense
459,2022,J'Vian,McCray,DL,East Carolina,Austin Peay,Defense
460,2022,Lorenzo,McCaskill,LB,Louisiana,Kansas,Defense
461,2022,Michael,Edwards,LB,Georgia Southern,East Carolina,Defense
462,2022,Zackary,Martin,RB,Louisiana Monroe,Louisiana Monroe,Offense
463,2022,Corey,Kiner,RB,LSU,Cincinnati,Offense
464,2022,Trevor,Appelman,QB,New Mexico State,,Offense
465,2022,Shawn,Gates,CB,Utah State,,Defense
466,2022,Michal,Antoine,CB,Iowa State,Florida Atlantic,Defense
467,2022,Josh,Plohr,IOL,Illinois,,Offense
468,2022,Dorian,Plumley,CB,Oklahoma,,Defense
469,2022,Eleasah,Anderson,OT,Sam Houston State,Western Michigan,Offense
470,2022,Willie,Allen,OT,UMass,,Offense
471,2022,Elijah,Ball,CB,Purdue,Eastern Illinois,Defense
472,2022,Demaurez,Bellamy,LB,South Florida,,Defense
473,2022,CJ,Lewis,WR,Boston College,Bowling Green,Offense
474,2022,Lindsey,Scott,QB,Nicholls,Incarnate Word,Offense
475,2022,Clayton,Isbell,S,Illinois State,Utah,Defense
476,2022,Brody,Wisecarver,OT,Illinois,Tulsa,Offense
477,2022,Craig,McDonald,S,Iowa State,Auburn,Defense
478,2022,Jaxson,Dart,QB,USC,Ole Miss,Offense
479,2022,Charlie,Stone,IOL,Rice,,Offense
480,2022,Jackie,Matthews,CB,West Virginia,Mississippi State,Defense
481,2022,Jalynn,Williams,WR,Toledo,,Offense
482,2022,Emmanuel,Belgrave,EDGE,Pittsburgh,,Defense
483,2022,Kamryn,Farrar,LB,Oklahoma State,SMU,Defense
484,2022,Myles,Cole,DL,Louisiana Monroe,Texas Tech,Defense
485,2022,Kyle,Juergens,IOL,Boise State,Connecticut,Offense
486,2022,Khali,Saunders,LB,Purdue,,Defense
487,2022,Sean,Pelkisson,TE,Georgia Southern,,Offense
488,2022,Kaylan,Wiggins,QB,Florida International,,Offense
489,2022,Jordon,Thomas,DL,Texas,,Defense
490,2022,Terrance,Marshall,S,Houston,Abilene Christian,Defense
491,2022,Asher,King,K,Indiana,,Special
492,2022,Jordan,Robinson,CB,Livingstone College,Kentucky,Defense
493,2022,Mario,Williams,WR,Oklahoma,USC,Offense
494,2022,Collin,Westfelt,LS,Georgia State,Troy,Special
495,2022,Ronnie,Stevenson,WR,Temple,,Offense
496,2022,Tyree,Saunders,WR,East Carolina,Alabama State,Offense
497,2022,Nicholas,Sheetz,EDGE,Washington State,,Defense
498,2022,Devyn,King,CB,Maryland,Hawai'i,Defense
499,2022,Jacob,Skobis,CB,Washington State,,Defense
500,2022,Jabar,Triplett,LB,Arizona,,Defense
